name,first_name,last_name,birth_city,birth_state,birth_country,death_city,death_state,death_country,year_start,year_end,birth_year,birth_month,birth_day,death_year,death_month,death_day
David Wilson,David,Wilson,,,,,,,2012,2013,1991,6,15,,,
Don Wilson,Don,Wilson,Washington,DC,USA,,,,2012,2013,1961,7,28,,,
Drip Wilson,Drip,Wilson,,,,,,,2012,2013,,,,,,
E.J. Wilson,E.J.,Wilson,Petersburg,VA,USA,,,,2012,2013,1987,10,28,,,
Earl Wilson,Earl,Wilson,Long Branch,NJ,USA,,,,2012,2013,1958,9,13,,,
Eddie Wilson,Eddie,Wilson,Redding,CA,USA,,,,2012,2013,1940,8,14,,,
Eric Wilson,Eric,Wilson,Charlottesville,VA,USA,,,,2012,2013,1962,10,17,,,
Eugene Wilson,Eugene,Wilson,Maywood,IL,USA,,,,2012,2013,1980,8,17,,,
Frank Wilson,Frank,Wilson,Austin,TX,USA,,,,2012,2013,1958,10,11,,,
Gene Wilson,Gene,Wilson,Arp,TX,USA,Houston,TX,,2012,2013,1926,6,24,2002,7,4
George Wilson,George,Wilson,Chicago,IL,USA,Detroit,MI,,2012,2013,1914,2,3,1978,11,23
George Wilson,George,Wilson,Glenside,PA,USA,Bryn Mawr,PA,,2012,2013,1905,7,18,1990,5,3
George Wilson,George,Wilson,Oak Park,IL,USA,Weeki Wachee,FL,,2012,2013,1943,5,29,2011,8,6
George Wilson,George,Wilson,Paducah,KY,USA,,,,2012,2013,1981,3,14,,,
Gibril Wilson,Gibril,Wilson,San Jose,CA,USA,,,,2012,2013,1981,11,12,,,
Gillis Wilson,Gillis,Wilson,Morgan City,LA,USA,,,,2012,2013,1977,10,15,,,
Gordon Wilson,Gordon,Wilson,Fort Towson,OK,USA, , ,,2012,2013,1915,11,23,1997,6,8
Harry Wilson,Harry,Wilson,Steubenville,OH,USA,,,,2012,2013,1944,9,28,,,
J.C. Wilson,J.C.,Wilson,Cleveland,OH,USA,,,,2012,2013,1956,3,11,,,
Jack Wilson,Jack,Wilson,Paris,TX,USA,Waco,TX,,2012,2013,1917,11,20,2001,4,11
Jamie Wilson,Jamie,Wilson,Newport News,VA,USA,,,,2012,2013,1973,6,6,,,
Jerrel Wilson,Jerrel,Wilson,New Orleans,LA,USA,Bronson,TX,,2012,2013,1941,10,4,2005,4,9
Jerry Wilson,Jerry,Wilson,Alexandria,LA,USA,,,,2012,2013,1973,7,17,,,
Jerry Wilson,Jerry,Wilson,Birmingham,AL,USA,,,,2012,2013,1936,12,9,2015,3,5
Jim Wilson,Jim,Wilson,Buffalo,NY,USA,Clarence,NY,,2012,2013,1896,7,8,1986,9,25
Jim Wilson,Jim,Wilson,Pittsburgh,PA,USA,,GA,,2012,2013,1942,6,12,2009,2,2
Jimmy Wilson,Jimmy,Wilson,,,,,,,2012,2013,1986,7,30,,,
Joe Wilson,Joe,Wilson,Raeford,,BC,,,,2012,2013,1950,8,11,,,
Johnny Wilson,Johnny,Wilson,Dover,OH,USA,Rawlings,MD,,2012,2013,1915,11,2,2002,8,24
Josh Wilson,Josh,Wilson,Houston,TX,USA,,,,2012,2013,1985,3,11,,,
Karl Wilson,Karl,Wilson,Amite,LA,USA,,,,2012,2013,1964,9,10,,,
Kion Wilson,Kion,Wilson,Miami,FL,USA,,,,2012,2013,1986,10,24,,,
Kris Wilson,Kris,Wilson,Lancaster,PA,USA,,,,2012,2013,1981,8,22,,,
Kyle Wilson,Kyle,Wilson,Piscataway,NJ,USA,,,,2012,2013,1987,5,30,,,
Larry Wilson,Larry,Wilson,Rigby,ID,USA,,,,2012,2013,1938,3,24,,,
Lawrence Wilson,Lawrence,Wilson,,,,,,,2012,2013,1987,11,16,,,
Lee Wilson,Lee,Wilson,,,,Clarion,IA,,2012,2013,1905,7,24,1970,1,17
Marc Wilson,Marc,Wilson,Bremerton,WA,USA,,,,2012,2013,1957,2,15,,,
Marcus Wilson,Marcus,Wilson,Rochester,NY,USA,,,,2012,2013,1968,4,16,,,
Mark Wilson,Mark,Wilson,San Jose,CA,USA,,,,2012,2013,1980,11,11,,,
Marquess Wilson,Marquess,Wilson,,,,,,,2012,2013,1992,9,14,,,
Martez Wilson,Martez,Wilson,,,,,,,2012,2013,1989,9,21,,,
Mike Wilson,Mike,Wilson,Edge Hill,PA,USA,Boynton Beach,FL,,2012,2013,1896,12,2,1978,5,16
Mike Wilson,Mike,Wilson,Los Angeles,CA,USA,,,,2012,2013,1958,12,19,,,
Milt Wilson,Milt,Wilson,,,,,,,2012,2013,,,,,,
Milton Wilson,Milton,Wilson,Wausau,WI,USA,,,,2012,2013,1897,5,29,1967,12,
Mule Wilson,Mule,Wilson,Red Oak,TX,USA,Austin,TX,,2012,2013,1903,8,10,1937,7,18
Nemiah Wilson,Nemiah,Wilson,Baton Rouge,LA,USA,,,,2012,2013,1943,4,6,,,
Otis Wilson,Otis,Wilson,New York City,NY,USA,,,,2012,2013,1957,9,15,,,
Perce Wilson,Perce,Wilson,,,,,,,2012,2013,,,,1936,9,20
Quincy Wilson,Quincy,Wilson,Weirton,WV,USA,,,,2012,2013,1981,4,26,,,
Ray Wilson,Ray,Wilson,Panama City,FL,USA,,,,2012,2013,1971,8,26,,,
Reinard Wilson,Reinard,Wilson,Gainesville,FL,USA,,,,2012,2013,1973,12,17,,,
Robert Wilson,Robert,Wilson,Tallahassee,FL,USA,,,,2012,2013,1974,6,23,,,
Rod Wilson,Rod,Wilson,Cross,SC,USA,,,,2012,2013,1982,11,12,,,
Russell Wilson,Russell,Wilson,,,,,,,2012,2013,1988,11,29,,,
Sheddrick Wilson,Sheddrick,Wilson,Thomasville,GA,USA,,,,2012,2013,1973,11,23,,,
Stanley Wilson,Stanley,Wilson,Carson,CA,USA,,,,2012,2013,1982,11,5,,,
Stanley Wilson,Stanley,Wilson,Los Angeles,CA,USA,,,,2012,2013,1961,8,23,,,
Steve Wilson,Steve,Wilson,Los Angeles,CA,USA,,,,2012,2013,1957,8,24,,,
Stu Wilson,Stu,Wilson,,,,Elizabeth,NJ,,2012,2013,1907,7,1,1957,9,15
Tavon Wilson,Tavon,Wilson,,,,,,,2012,2013,1990,3,19,,,
Ted Wilson,Ted,Wilson,Zephyrhills,FL,USA,,,,2012,2013,1964,7,14,,,
Tim Wilson,Tim,Wilson,New Castle,DE,USA,,,,2012,2013,1954,1,14,1996,11,23
Tommy Wilson,Tommy,Wilson,Stamford,CT,USA,Pittsburg,CA,,2012,2013,1932,9,1,2006,12,31
Tracy Wilson,Tracy,Wilson,,,,,,,2012,2013,1989,2,27,,,
Travis Wilson,Travis,Wilson,Carrollton,TX,USA,,,,2012,2013,1984,2,11,,,
Troy Wilson,Troy,Wilson,San Antonio,TX,USA,,,,2012,2013,1965,9,19,,,
Troy Wilson,Troy,Wilson,Topeka,KS,USA,,,,2012,2013,1970,11,22,,,
Tyler Wilson,Tyler,Wilson,,,,,,,2012,2013,1989,8,16,,,
Wade Wilson,Wade,Wilson,Greenville,TX,USA,,,,2012,2013,1959,2,1,,,
Walter Wilson,Walter,Wilson,Baltimore,MD,USA,,,,2012,2013,1966,10,6,,,
Wayne Wilson,Wayne,Wilson,Montgomery County,MD,USA,,,,2012,2013,1957,9,4,,,
Wildcat Wilson,Wildcat,Wilson,Everett,WA,USA,San Francisco ,CA,,2012,2013,1901,9,6,1963,12,27
Jason Wiltz,Jason,Wiltz,New Orleans,LA,USA,,,,2012,2013,1976,11,23,,,
Ab Wimberly,Ab,Wimberly,Oak Ridge,LA,USA,Oak Ridge,LA,,1949,1952,1926,5,4,1976,9,19
By Wimberly,By,Wimberly,Stevenson,AL,USA,Detroit,MI,,1949,1952,1892,9,3,1956,5,10
Derek Wimberly,Derek,Wimberly,Miami,FL,USA,,,,1949,1952,1964,1,4,,,
Marcus Wimberly,Marcus,Wimberly,Memphis,TN,USA,,,,1949,1952,1974,7,8,,,
Kamerion Wimbley,Kamerion,Wimbley,Wichita,KS,USA,,,,1949,1952,1983,10,13,,,
Derrick Wimbush,Derrick,Wimbush,Mauck,GA,USA,,,,1949,1952,1980,8,26,,,
Gary Wimmer,Gary,Wimmer,Pocatello,ID,USA,,,,1949,1952,1961,3,9,,,
Jeff Winans,Jeff,Winans,Turlock,CA,USA,Turlock,CA,,1973,1978,1951,10,12,2012,12,21
Tydus Winans,Tydus,Winans,Los Angeles,CA,USA,,,,1973,1978,1972,7,26,,,
Jamie Winborn,Jamie,Winborn,Wetumpka,AL,USA,,,,1973,1978,1979,5,14,,,
Jamaine Winborne,Jamaine,Winborne,Chesapeake,VA,USA,,,,1973,1978,1980,12,26,,,
Ernie Winburn,Ernie,Winburn,,,,,,,1973,1978,,,,,,
Bill Windauer,Bill,Windauer,Chicago,IL,USA,,,,1973,1978,1949,11,22,,,
Joe Windbiel,Joe,Windbiel,Chicago,IL,USA,Fort Lauderdale,FL,,1973,1978,1897,3,6,1971,6,25
Sammy Winder,Sammy,Winder,Madison,MS,USA,,,,1973,1978,1959,7,15,,,
Dave Windham,Dave,Windham,Mobile,AL,USA,,,,1973,1978,1961,3,14,,,
Bob Windsor,Bob,Windsor,Washington,DC,USA,,,,1973,1978,1942,12,19,,,
Rod Windsor,Rod,Windsor,,,,,,,1973,1978,1985,4,24,,,
Mike Windt,Mike,Windt,Cincinnati,OH,USA,,,,1973,1978,1986,5,29,,,
Brandon Winey,Brandon,Winey,Lake Charles,LA,USA,,,,1973,1978,1978,1,27,,,
Antoine Winfield,Antoine,Winfield,Akron,OH,USA,,,,1973,1978,1977,6,24,,,
Vernon Winfield,Vernon,Winfield,Norfolk,VA,USA,,,,1973,1978,1949,8,27,,,
Chuck Winfrey,Chuck,Winfrey,Chicago,IL,USA,,,,1973,1978,1949,3,27,,,
Stan Winfrey,Stan,Winfrey,Forrest City,AR,USA,,,,1973,1978,1953,2,20,,,
Chris Wing,Chris,Wing,Redmond,WA,USA,,,,1973,1978,1971,5,28,,,
Elmer Wingate,Elmer,Wingate,Baltimore,MD,USA,,,,1973,1978,1928,10,26,2016,2,27
Heath Wingate,Heath,Wingate,Toledo,OH,USA,,,,1973,1978,1944,12,5,,,
Leonard Wingate,Leonard,Wingate,Charleston,SC,USA,,,,1973,1978,1961,11,3,,,
Blake Wingle,Blake,Wingle,Pottsville,CA,USA,,,,1973,1978,1960,4,17,,,
Rich Wingo,Rich,Wingo,Elkhart,IN,USA,,,,1973,1978,1956,7,16,,,
Ronnie Wingo,Ronnie,Wingo,,,,,,,1973,1978,1991,2,18,,,
Dean Wink,Dean,Wink,Moville,IA,USA,,,,1973,1978,1944,9,25,,,
Bob Winkel,Bob,Winkel,Paducah,KY,USA,,,,1973,1978,1955,10,23,,,
Ben Winkelman,Ben,Winkelman,Fayetteville,AR,USA,Citrus Heights,CA,,1973,1978,1899,2,28,1981,12,18
Bernie Winkler,Bernie,Winkler,The Grove,TX,USA,New Braunfels,TX,,1973,1978,1925,12,5,1990,6,28
Francis Winkler,Francis,Winkler,Memphis,TN,USA,,,,1973,1978,1946,10,20,,,
Jim Winkler,Jim,Winkler,Moody,TX,USA,Ventura,CA,,1973,1978,1927,7,21,2001,2,14
Joe Winkler,Joe,Winkler,Hammond,IN,USA,Lansing,IL,,1973,1978,1922,3,9,2001,3,21
Randy Winkler,Randy,Winkler,Temple,TX,USA,,,,1973,1978,1943,7,18,,,
Billy Winn,Billy,Winn,,,,,,,1973,1978,1989,4,15,,,
Bryant Winn,Bryant,Winn,Memphis,TN,USA,,,,1973,1978,1961,11,7,,,
George Winn,George,Winn,,,,,,,1973,1978,1990,11,10,,,
Bill Winneshick,Bill,Winneshick,,,,,,,1973,1978,,,,,,
Bob Winslow,Bob,Winslow,Rifle,CO,USA,Fallbrook,CA,,1973,1978,1916,9,18,1994,1,11
Doug Winslow,Doug,Winslow,Des Moines,IA,USA,,,,1973,1978,1951,7,19,,,
George Winslow,George,Winslow,Philadelphia,PA,USA,,,,1973,1978,1963,7,28,,,
Kellen Winslow,Kellen,Winslow,St. Louis,MO,USA,,,,1973,1978,1957,11,5,,,
Kellen Winslow Jr.,Kellen,Winslow,San Diego,CA,USA,,,,1973,1978,1983,7,21,,,
Paul Winslow,Paul,Winslow,Elizabeth City,NC,USA,Elizabeth City,NC,,1973,1978,1938,2,28,2012,5,10
Charlie Winston,Charlie,Winston,,,,Chicago,IL,,1973,1978,,,,1944,11,11
DeMond Winston,DeMond,Winston,Birmingham,AL,USA,,,,1973,1978,1968,9,14,,,
Dirt Winston,Dirt,Winston,Forrest City,PA,USA,,,,1973,1978,1955,10,25,,,
Eric Winston,Eric,Winston,Midland,TX,USA,,,,1973,1978,1983,11,17,,,
Kelton Winston,Kelton,Winston,Corsicana,TX,USA,Los Angeles,CA,,1973,1978,1940,10,22,1980,11,30
Lloyd Winston,Lloyd,Winston,,,,,,,1973,1978,1939,9,22,,,
Roy Winston,Roy,Winston,Baton Rouge,LA,USA,,,,1973,1978,1940,9,15,,,
Bill Winter,Bill,Winter,Milbank,SD,USA,Carlton County,MN,,1973,1978,1940,1,28,1995,5,29
Blaise Winter,Blaise,Winter,Blauvelt,NY,USA,,,,1973,1978,1962,1,31,,,
Leon Winternheimer,Leon,Winternheimer,,,,,,,1973,1978,,,,,,
Brian Winters,Brian,Winters,,,,,,,1973,1978,1991,7,10,,,
Chet Winters,Chet,Winters,Chicago,IL,USA,,,,1973,1978,1960,10,22,,,
Frank Winters,Frank,Winters,Hoboken,NJ,USA,,,,1973,1978,1964,1,23,,,
Sonny Winters,Sonny,Winters,Napoleon,OH,USA,Ashland,KY,,1973,1978,1900,6,2,1945,10,5
Ryan Winterswyk,Ryan,Winterswyk,,,,,,,1973,1978,,,,,,
Richard Winther,Richard,Winther,Charles City,IA,USA,,,,1973,1978,1947,10,22,,,
Don Wiper,Don,Wiper,Columbus,OH,USA,Columbus,OH,,1922,1922,1900,7,8,1961,11,8
Coy Wire,Coy,Wire,Camp Hill,PA,USA,,,,2002,2010,1978,11,7,,,
Dennis Wirgowski,Dennis,Wirgowski,Bay City,MI,USA,,,,2002,2010,1947,9,20,2014,1,25
Terrence Wisdom,Terrence,Wisdom,Brooklyn,NY,USA,,,,1995,1995,1971,12,4,,,
Mike Wise,Mike,Wise,Greenbrae,CA,USA,Yolo County,CA,,1995,1995,1964,6,5,1992,8,21
Phil Wise,Phil,Wise,Omaha,NE,USA,,,,1995,1995,1949,4,25,,,
Gary Wisener,Gary,Wisener,Warren,AR,USA,,,,1995,1995,1938,8,24,,,
Jerron Wishom,Jerron,Wishom,Lutcher,LA,USA,,,,1995,1995,1982,3,1,,,
Jeff Wiska,Jeff,Wiska,Detroit,MI,USA,,,,1995,1995,1959,10,17,,,
Jerry Wisne,Jerry,Wisne,Rochester,MN,USA,,,,1995,1995,1976,7,28,,,
Leo Wisniewski,Leo,Wisniewski,Hancock,MI,USA,,,,1995,1995,1959,11,6,,,
Stefen Wisniewski,Stefen,Wisniewski,,,,,,,1995,1995,1989,3,22,,,
Steve Wisniewski,Steve,Wisniewski,Rutland,VT,USA,,,,1995,1995,1967,4,7,,,
Zeke Wissinger,Zeke,Wissinger,Johnstown,PA,USA,,,,1995,1995,1902,10,30,1963,11,
Pete Wismann,Pete,Wissman,St. Louis,MO,USA,,,,1995,1995,1923,10,9,,,
Al Wistert,Al,Wistert,Chicago,IL,USA,,,,1995,1995,1920,12,28,2016,3,5
Grant Wistrom,Grant,Wistrom,Webb City,MO,USA,,,,1995,1995,1976,7,3,,,
Al Witcher,Al,Witcher,,,,,,,1960,1960,1936,9,28,,,
Dick Witcher,Dick,Witcher,Salinas,CA,USA,,,,1960,1960,1944,10,10,,,
Brian Witherspoon,Brian,Witherspoon,Butler,AL,USA,,,,1960,1960,1985,6,5,,,
Derrick Witherspoon,Derrick,Witherspoon,Sumter,SC,USA,,,,1960,1960,1971,2,14,,,
Terry Witherspoon,Terry,Witherspoon,Monroe,NC,USA,,,,1960,1960,1977,8,22,,,
Will Witherspoon,Will,Witherspoon,San Antonio,TX,USA,,,,1960,1960,1980,8,19,,,
Cal Withrow,Cal,Withrow,Portsmouth,OH,USA,San Diego,CA,,1960,1960,1945,7,4,2011,7,3
Cory Withrow,Cory,Withrow,Spokane,WA,USA,,,,1960,1960,1975,4,5,,,
Mike Withycombe,Mike,Withycombe,Meridian,MS,USA,,,,1960,1960,1964,11,18,,,
John Witkowski,John,Witkowski,Queens,NY,USA,,,,1960,1960,1962,6,18,,,
Jon Witman,Jon,Witman,Wrightsville,PA,USA,,,,1960,1960,1972,6,1,,,
Billy Witt,Billy,Witt,,,,,,,1960,1960,1964,4,25,,,
Mel Witt,Mel,Witt,Fort Worth,TX,USA,,,,1960,1960,1945,11,23,,,
Earl Witte,Earl,Witte,St. Peter,MN,USA,Nicollet County, MN,,1960,1960,1906,12,12,1991,11,1
Mark Witte,Mark,Witte,Corpus Christi,TX,USA,,,,1960,1960,1959,12,3,,,
Mike Witteck,Mike,Witteck,Queens,NY,USA,Floral Park,NY,,1960,1960,1964,2,21,1990,3,15
Jason Witten,Jason,Witten,Elizabethton,TN,USA,,,,1960,1960,1982,5,6,,,
John Wittenborn,John,Wittenborn,Sparta,IL,USA,,,,1960,1960,1936,3,1,2016,3,29
Ray Witter,Ray,Witter,Perry,NY,USA,Batavia,NY,,1960,1960,1896,2,19,1983,8,4
Tom Wittum,Tom,Wittum,Berwyn,IL,USA,Antioch,IL,,1960,1960,1950,1,11,2010,1,22
Cas Witucki,Cas,Witucki,South Bend,IN,USA,,,,1960,1960,1928,5,26,2015,4,19
Alex Wizbicki,Alex,Wizbicki,Brooklyn,NY,USA,,,,1947,1950,1921,10,6,,,
Ernie Woerner,Ernie,Woerner,,NJ,USA,Atlantic Highlands,NJ,,1930,1930,1906,5,26,1972,12,26
Scott Woerner,Scott,Woerner,Baytown,TX,USA,,,,1930,1930,1958,12,18,,,
James Wofford,James,Wofford,Bakersfield,CA,USA,,,,2002,2002,1978,6,6,,,
Dave Wohlabaugh,Dave,Wohlabaugh,Hamburg,NY,USA,,,,1995,2003,1972,4,13,,,
Richie Woit,Richie,Woit,Chicago,IL,USA,Chicago,IL,,1955,1955,1931,7,5,2007,5,31
John Woitt,John,Woitt,Yakima,WA,USA,,,,1955,1955,1946,6,29,,,
Alex Wojciechowicz,Alex,Wojciechowicz,South River,NJ,USA,Forked River,NJ,,1938,1950,1915,8,12,1992,7,13
John Wojciechowski,John,Wojciechowski,Detroit,IL,USA,,,,1938,1950,1963,7,30,,,
Gregory Wojcik,Gregory,Wojcik,Jamestown,ND,USA,,,,1938,1950,1946,1,27,2005,12,17
Al Wolden,Al,Wolden,Gonvick,MN,USA,,,,1987,1987,1965,4,11,,,
Dick Wolf,Dick,Wolf,Versailles,OH,USA,Marion,IN,,1987,1987,1900,8,29,1967,6,28
Jim Wolf,Jim,Wolf,San Antonio,TX,USA,Beaumont,TX,,1987,1987,1952,4,4,2003,12,17
Joe Wolf,Joe,Wolf,Allentown,PA,USA,,,,1987,1987,1966,12,28,,,
Derek Wolfe,Derek,Wolfe,,,,,,,1987,1987,1990,2,24,,,
Garrett Wolfe,Garrett,Wolfe,Chicago,IL,USA,,,,1987,1987,1984,8,17,,,
Red Wolfe,Red,Wolfe,Mason,TX,USA,Fort Worth,TX,,1987,1987,1912,6,13,2010,5,20
Earl Wolff,Earl,Wolff,,,,,,,1987,1987,1989,2,15,,,
Wayne Wolff,Wayne,Wolff,Greensburg,PA,USA,,,,1987,1987,1938,1,28,,,
Craig Wolfley,Craig,Wolfley,Buffalo,NY,USA,,,,1987,1987,1958,5,19,,,
Ron Wolfley,Ron,Wolfley,Blasdell,NY,USA,,,,1987,1987,1962,10,14,,,
Oscar Wolford,Oscar,Wolford,St. Clairsville,OH,USA,Holmes County,OH,,1987,1987,1897,3,14,1977,2,3
Will Wolford,Will,Wolford,Louisville,KY,USA,,,,1987,1987,1964,5,18,,,
Bill Wolski,Bill,Wolski,Muskegon,MI,USA,Atlanta,GA,,1987,1987,1944,5,23,2006,3,5
Whitey Wolter,Whitey,Wolter,Milwaukee,WI,USA,,,,1987,1987,1899,8,22,1947,8,21
Clem Woltman,Clem,Woltman,South Bend,IN,USA,Seminole County,FL,,1987,1987,1914,12,4,1988,1,16
Bruce Womack,Bruce,Womack,Floydada,TX,USA,,,,1951,1951,1929,5,12,2014,2,24
Floyd Womack,Floyd,Womack,Cleveland,MS,USA,,,,1951,1951,1978,11,15,,,
Jeff Womack,Jeff,Womack,McMinnville,TN,USA,,,,1951,1951,1963,6,26,,,
Joe Womack,Joe,Womack,Fort Worth,TX,USA,,,,1951,1951,1936,12,10,,,
Royce Womble,Royce,Womble,Webb,TX,USA,,,,1951,1951,1931,8,12,,,
Bill Wondolowski,Bill,Wondolowski,Jersey City,NJ,USA,,,,1969,1969,1946,11,29,1994,4,11
Joe Wong,Joe,Wong,Waimanalo,HI,USA,,,,1969,1969,1976,2,24,,,
Kailee Wong,Kailee,Wong,Eugene,OR,USA,,,,1969,1969,1976,5,23,,,
George Wonsley,George,Wonsley,Moss Point,MS,USA,,,,1969,1969,1960,11,23,,,
Nathan Wonsley,Nathan,Wonsley,Moss Point,MS,USA,,,,1969,1969,1963,12,7,,,
Otis Wonsley,Otis,Wonsley,Pascagoula,MS,USA,,,,1969,1969,1957,8,13,,,
 Wood,,Wood,,,,,,,1920,1920,,,,,,
Bill Wood,Bill,Wood,Allentown,PA,USA,,,,1920,1920,1939,4,17,,,
Bo Wood,Bo,Wood,Camden,NJ,USA,,,,1920,1920,1945,1,24,,,
Bobby Wood,Bobby,Wood,McComb,MS,USA,McComb,MS,,1920,1920,1916,1,14,1973,10,22
Cierre Wood,Cierre,Wood,,,,,,,1920,1920,1991,2,21,,,
Dick Wood,Dick,Wood,Lanett,AL,USA,,,,1920,1920,1936,2,29,2015,4,4
Duane Wood,Duane,Wood,Wilburton,OK,USA,Wilburton,OK,,1920,1920,1937,9,20,2012,7,27
Eric Wood,Eric,Wood,Cincinnati,OH,USA,,,,1920,1920,1986,3,18,,,
Gary Wood,Gary,Wood,Taylor,NY,USA,Dix Hills,NY,,1920,1920,1942,2,5,1994,3,2
John Wood,John,Wood,Lake Charles,LA,USA,,,,1920,1920,1951,1,20,,,
Marv Wood,Marv,Wood,Borden,IN,USA,Bloomington,IN,,1920,1920,1900,11,28,1973,12,18
Mike Wood,Mike,Wood,Kirkwood,MO,USA,,,,1920,1920,1954,9,3,,,
Richard Wood,Richard,Wood,Elizabeth,NJ,USA,,,,1920,1920,1953,5,31,,,
Willie Wood,Willie,Wood,Washington,DC,USA,,,,1920,1920,1936,12,23,,,
Al Woodall,Al,Woodall,Erwin,NC,USA,,,,1920,1920,1945,12,7,,,
Lee Woodall,Lee,Woodall,Carlisle,PA,USA,,,,1920,1920,1969,10,31,,,
Cedric Woodard,Cedric,Woodard,Bay City,TX,USA,,,,1920,1920,1977,9,5,,,
Dick Woodard,Dick,Woodard,Britt,IA,USA,,,,1920,1920,1926,7,26,,,
Ken Woodard,Ken,Woodard,Detroit,MI,USA,,,,1920,1920,1960,1,22,,,
Marc Woodard,Marc,Woodard,Kosciusko,MS,USA,,,,1920,1920,1970,2,21,,,
Ray Woodard,Ray,Woodard,Corrigan,TX,USA,,,,1920,1920,1961,8,20,,,
Dennis Woodberry,Dennis,Woodberry,Texarkana,AR,USA,,,,1920,1920,1961,4,22,,,
Tory Woodbury,Tory,Woodbury,Winston-Salem,NC,USA,,,,1920,1920,1978,7,12,,,
John Woodcock,John,Woodcock,Eureka,CA,USA,,,,1920,1920,1954,3,19,,,
Shawn Wooden,Shawn,Wooden,Philadelphia,PA,USA,,,,1920,1920,1975,10,23,,,
Terry Wooden,Terry,Wooden,Hartford,CT,USA,,,,1920,1920,1967,1,14,,,
Tom Woodeshick,Tom,Woodeshick,Wilkes-Barre,PA,USA,,,,1920,1920,1941,12,3,,,
Zac Woodfin,Zac,Woodfin,Montgomery,AL,USA,,,,1920,1920,1983,3,19,,,
Danny Woodhead,Danny,Woodhead,North Platte,NE,USA,,,,1920,1920,1985,1,25,,,
Whitey Woodin,Whitey,Woodin,Fort Atkinson,WI,USA,Green Bay,WI,,1920,1920,1894,11,29,1974,2,9
David Woodley,David,Woodley,Shreveport,LA,USA,Shreveport,LA,,1920,1920,1958,10,25,2003,5,4
LaMarr Woodley,LaMarr,Woodley,Saginaw,MI,USA,,,,1920,1920,1984,11,3,,,
Richard Woodley,Richard,Woodley,Texas City,TX,USA,,,,1920,1920,1972,1,13,,,
Doug Woodlief,Doug,Woodlief,Marianna,FL,USA,,,,1920,1920,1943,9,4,,,
John Woodring,John,Woodring,Philadelphia,PA,USA,,,,1920,1920,1959,4,4,,,
Dwayne Woodruff,Dwayne,Woodruff,Bowling Green,KY,USA,,,,1920,1920,1957,2,18,,,
Jim Woodruff,Jim,Woodruff,,NE,USA,,,,1920,1920,1905,17,3,d,,
Lee Woodruff,Lee,Woodruff,,,,,,,1920,1920,,,,,,
Tony Woodruff,Tony,Woodruff,Hazen,AR,USA,,,,1920,1920,1958,11,12,,,
Al Woods,Al,Woods,Jennings,LA,USA,,,,1920,1920,1987,3,25,,,
Carl Woods,Carl,Woods,Gallatin,TN,USA,,,,1920,1920,1964,10,22,,,
Chris Woods,Chris,Woods,Birmingham,AL,USA,,,,1920,1920,1962,7,19,,,
D'Juan Woods,D'Juan,Woods,Oklahoma City,OK,USA,,,,1920,1920,1984,6,11,,,
Don Woods,Don,Woods,Denton,TX,USA,,,,1920,1920,1951,2,17,,,
Donovan Woods,Donovan,Woods,Oklahoma City,OK,USA,,,,1920,1920,1985,7,27,,,
Flash Woods,Flash,Woods,,,,Fulton County,GA,,1920,1920,1902,4,26,1989,10,20
Glenn Woods,Glenn,Woods,Kilgore,TX,USA,,,,1920,1920,1946,1,7,,,
Ickey Woods,Ickey,Woods,Fresno,CA,USA,,,,1920,1920,1966,2,28,,,
Jerome Woods,Jerome,Woods,Memphis,TN,USA,,,,1920,1920,1973,3,17,,,
Jerry Woods,Jerry,Woods,Dyersburg,TN,USA,,,,1920,1920,1966,2,13,,,
Jimmy Woods,Jimmy,Woods,Jamestown,NY,USA,,,,1920,1920,1894,5,5,1966,12,
Larry Woods,Larry,Woods,Florence,AL,USA,,,,1920,1920,1948,5,11,,,
LeVar Woods,LeVar,Woods,Larchwood,IA,USA,,,,1920,1920,1978,3,15,,,
Mike Woods,Mike,Woods,Cleveland,OH,USA,Richmond Heights,OH,,1920,1920,1954,11,1,2009,5,29
Pierre Woods,Pierre,Woods,Cleveland,OH,USA,,,,1920,1920,1982,1,6,,,
Rashaun Woods,Rashaun,Woods,Oklahoma City,OK,USA,,,,1920,1920,1980,10,17,,,
Rick Woods,Rick,Woods,Boise,ID,USA,,,,1920,1920,1959,11,16,,,
Rob Woods,Rob,Woods,Fayetteville,NC,USA,,,,1920,1920,1965,10,3,,,
Robert Woods,Robert,Woods,New Orleans,LA,USA,,,,1920,1920,1955,7,3,,,
Robert Woods,Robert,Woods,,,,,,,1920,1920,1992,4,10,,,
Tony Woods,Tony,Woods,Newark,NJ,USA,,,,1920,1920,1965,10,11,,,
Keith Woodside,Keith,Woodside,Natchez,MS,USA,,,,1920,1920,1964,7,29,,,
Abe Woodson,Abe,Woodson,Jackson,MS,USA,,,,1920,1920,1934,2,15,2014,2,8
Charles Woodson,Charles,Woodson,Fremont,OH,USA,,,,1920,1920,1976,10,7,,,
Darren Woodson,Darren,Woodson,Phoenix,AZ,USA,,,,1920,1920,1969,4,25,,,
Freddie Woodson,Freddie,Woodson,Savannah,GA,USA,,,,1920,1920,1944,6,9,,,
Marv Woodson,Marv,Woodson,Hattiesburg,MS,USA,,,,1920,1920,1941,9,19,,,
Rod Woodson,Rod,Woodson,Fort Wayne,IN,USA,,,,1920,1920,1965,3,10,,,
