name,first_name,last_name,birth_city,birth_state,birth_country,death_city,death_state,death_country,year_start,year_end,birth_year,birth_month,birth_day,death_year,death_month,death_day
Damien Woody,Damien,Woody,Beaverdam,VA,USA,,,,1920,1920,1977,11,3,,,
Wesley Woodyard,Wesley,Woodyard,LaGrange,CA,USA,,,,1920,1920,1986,7,21,,,
Scott Woolf,Scott,Woolf,Salem,OH,USA,,,,1920,1920,1961,12,26,,,
Andre Woolfolk,Andre,Woolfolk,Denver,CO,USA,,,,1920,1920,1980,1,26,,,
Butch Woolfolk,Butch,Woolfolk,Milwaukee,WI,USA,,,,1920,1920,1960,3,1,,,
Donnell Woolford,Donnell,Woolford,Baltimore,MD,USA,,,,1920,1920,1966,1,6,,,
Gary Woolford,Gary,Woolford,Cairo,IL,USA,,,,1920,1920,1954,5,4,,,
Rolly Woolsey,Rolly,Woolsey,Provo,UT,USA,,,,1920,1920,1953,8,11,,,
John Wooten,John,Wooten,Clarksville,TX,USA,,,,1920,1920,1936,12,5,,,
Khalid Wooten,Khalid,Wooten,,,,,,,1920,1920,1990,2,19,,,
Mike Wooten,Mike,Wooten,Roanoke,VA,USA,,,,1920,1920,1962,10,23,,,
Ron Wooten,Ron,Wooten,Bourne,MA,USA,,,,1920,1920,1959,6,28,,,
Tito Wooten,Tito,Wooten,Goldsboro,NC,USA,,,,1920,1920,1971,12,12,,,
Corey Wootton,Corey,Wootton,Rutherford,NJ,USA,,,,1920,1920,1987,6,22,,,
Barry Word,Barry,Word,Long Island,VA,USA,,,,1987,1994,1963,1,17,,,
Mark Word,Mark,Word,Miami,FL,USA,,,,1987,1994,1975,11,23,,,
Roscoe Word,Roscoe,Word,Pine Bluff,AR,USA,,,,1987,1994,1952,7,24,,,
Jahi Word-Daniels,Jahi,Word-Daniels,Hoover,AL,USA,,,,1987,1994,1986,11,19,,,
Jim Worden,Jim,Worden,Lorain,OH,USA,Lorain,OH,,1987,1994,1915,6,21,1983,6,7
Neil Worden,Neil,Worden,Milwaukee,WI,USA,,,,1987,1994,1931,7,1,,,
Stu Worden,Stu,Worden,Abingdon,VA,USA,Elkton,VA,,1987,1994,1907,5,6,1978,3,17
Jason Worilds,Jason,Worilds,Rahway,NJ,USA,,,,1987,1994,1988,3,3,,,
Joe Work,Joe,Work,,PA,USA,,,,1987,1994,1905,3,13,1979,10,
Blake Workman,Blake,Workman,,,,,,,1987,1994,1908,8,12,1983,6,
Hoge Workman,Hoge,Workman,Huntington,WV,USA,Fort Myers,FL,,1987,1994,1899,9,25,1972,5,20
Vince Workman,Vince,Workman,Buffalo,NY,USA,,,,1987,1994,1968,5,9,,,
Tim Worley,Tim,Worley,Lumberton,NC,USA,,,,1987,1994,1966,9,24,,,
Cameron Worrell,Cameron,Worrell,Merced County,CA,USA,,,,1987,1994,1979,12,14,,,
Paul Worrilow,Paul,Worrilow,,,,,,,1987,1994,1990,5,1,,,
Victor Worsley,Victor,Worsley,Battleboro,NC,USA,,,,1987,1994,1984,4,24,,,
Barron Wortham,Barron,Wortham,Fort Worth,TX,USA,,,,1987,1994,1969,11,1,,,
Cornelius Wortham,Cornelius,Wortham,Calhoun City,MS,USA,,,,1987,1994,1982,1,25,,,
Naz Worthen,Naz,Worthen,Jacksonville,FL,USA,,,,1987,1994,1966,3,27,,,
Shawn Worthen,Shawn,Worthen,San Antonio,TX,USA,,,,1987,1994,1978,9,12,,,
Doug Worthington,Doug,Worthington,,,,,,,1987,1994,1987,8,10,,,
Jerel Worthy,Jerel,Worthy,,,,,,,1987,1994,1990,4,26,,,
Keith Wortman,Keith,Wortman,Billings,MT,USA,,,,1987,1994,1950,7,20,,,
Joe Wostoupal,Joe,Wostoupal,West Point,NE,USA,,,,1926,1930,1903,8,10,d,,
John Woudenberg,John,Woudenberg,Denver,CO,USA,,AZ,,1940,1949,1918,5,25,2005,5,3
Mike Woulfe,Mike,Woulfe,Chicago,IL,USA,,,,1940,1949,1939,8,14,1997,6,18
John Wozniak,John,Wozniak,Arnold City,PA,USA,,,,1948,1952,1921,8,2,1982,8,26
Tony Wragge,Tony,Wragge,Creighton,NE,USA,,,,2002,2011,1979,8,14,,,
Lud Wray,Lud,Wray,Philadelphia,PA,USA,Philadelphia,PA,,2002,2011,1894,2,7,1967,7,24
Blidi Wreh-Wilson,Blidi,Wreh-Wilson,,,,,,,2013,2013,1989,12,5,,,
Darryl Wren,Darryl,Wren,Tulsa,OK,USA,,,,2013,2013,1967,1,25,,,
Junior Wren,Junior,Wren,Kansas City,MO,USA,Miami,FL,,2013,2013,1929,12,10,2003,10,8
George Wrighster,George,Wrighster,Memphis,TN,USA,,,,2003,2008,1981,4,1,,,
Ab Wright,Ab,Wright,Terlton,OK,USA,Muskogee,OK,,2003,2008,1905,11,16,1995,5,23
Adrian Wright,Adrian,Wright,Charleston,WV,USA,,,,2003,2008,1961,10,13,,,
Alexander Wright,Alexander,Wright,Albany,GA,USA,,,,2003,2008,1967,7,19,,,
Alvin Wright,Alvin,Wright,Wedowee,AL,USA,,,,2003,2008,1961,2,5,,,
Anthony Wright,Anthony,Wright,Vanceboro,NC,USA,,,,2003,2008,1976,2,14,,,
Charles Wright,Charles,Wright,Carthage,MO,USA,,,,2003,2008,1964,4,5,,,
Dana Wright,Dana,Wright,Ravenna,OH,USA,,,,2003,2008,1963,6,2,,,
Dwayne Wright,Dwayne,Wright,San Diego,CA,USA,,,,2003,2008,1983,6,2,,,
Elmo Wright,Elmo,Wright,Brazoria,TX,USA,,,,2003,2008,1949,7,3,,,
Eric Wright,Eric,Wright,San Francisco,CA,USA,,,,2003,2008,1985,7,24,,,
Eric Wright,Eric,Wright,St. Louis,MO,USA,,,,2003,2008,1959,4,18,,,
Ernie Wright,Ernie,Wright,Toledo,OH,USA,San Diego,CA,,2003,2008,1939,11,6,2007,3,20
Fearon Wright,Fearon,Wright,,,,,,,2003,2008,1978,9,30,,,
Felix Wright,Felix,Wright,Carthage,MO,USA,,,,2003,2008,1959,6,22,,,
George Wright,George,Wright,Houston,TX,USA,,,,2003,2008,1947,3,3,,,
Gordon Wright,Gordon,Wright,East Meadow,NY,USA,,,,2003,2008,1943,12,15,,,
James Wright,James,Wright,Fort Hood,TX,USA,,,,2003,2008,1956,9,1,,,
Jarius Wright,Jarius,Wright,,,,,,,2003,2008,1989,11,25,,,
Jason Wright,Jason,Wright,Upland,CA,USA,,,,2003,2008,1982,7,12,,,
Jeff Wright,Jeff,Wright,Edina,MN,USA,,,,2003,2008,1949,6,13,,,
Jeff Wright,Jeff,Wright,San Bernardino,CA,USA,,,,2003,2008,1963,6,13,,,
Jim Wright,Jim,Wright,Columbus,MS,USA,,,,2003,2008,1939,3,27,2009,2,26
Jim Wright,Jim,Wright,Sulphur Springs,TX,USA,,,,2003,2008,1921,9,12,2010,12,28
John Wright,John,Wright,Baltimore,MD,USA,Salisbury,MD,,2003,2008,1921,7,13,2000,5,30
John Wright,John,Wright,Oak Park,IL,USA,,,,2003,2008,1946,1,11,,,
Johnnie Wright,Johnnie,Wright,Fort Myers,FL,USA,,,,2003,2008,1958,9,13,,,
K.J. Wright,K.J.,Wright,,,,,,,2003,2008,1989,7,23,,,
Keith Wright,Keith,Wright,Mercedes,TX,USA,,,,2003,2008,1956,1,30,,,
Kendall Wright,Kendall,Wright,,,,,,,2003,2008,1989,11,12,,,
Kenny Wright,Kenny,Wright,Ruston,LA,USA,,,,2003,2008,1977,9,14,,,
Kenyatta Wright,Kenyatta,Wright,Vian,OK,USA,,,,2003,2008,1978,2,19,,,
Lawrence Wright,Lawrence,Wright,Miami,FL,USA,,,,2003,2008,1973,9,6,,,
Lonnie Wright,Lonnie,Wright,Newark,NJ,USA,South Orange,NJ,,2003,2008,1945,1,23,2012,3,23
Louis Wright,Louis,Wright,Gilmer,TX,USA,,,,2003,2008,1953,1,31,,,
Major Wright,Major,Wright,Miramar,FL,USA,,,,2003,2008,1988,7,1,,,
Manuel Wright,Manuel,Wright,Compton,CA,USA,,,,2003,2008,1984,4,13,,,
Mike Wright,Mike,Wright,Cincinnati,OH,USA,,,,2003,2008,1982,3,1,,,
Nate Wright,Nate,Wright,Madison,FL,USA,,,,2003,2008,1946,12,21,,,
Ralph Wright,Ralph,Wright,Sturgis,KY,USA,,,,2003,2008,1908,1,16,1976,8,3
Randy Wright,Randy,Wright,St. Charles,IL,USA,,,,2003,2008,1961,1,12,,,
Rayfield Wright,Rayfield,Wright,Griffin,GA,USA,,,,2003,2008,1945,8,23,,,
Rodrique Wright,Rodrique,Wright,Houston,TX,USA,,,,2003,2008,1984,7,31,,,
Shareece Wright,Shareece,Wright,,,,,,,2003,2008,1987,4,8,,,
Steve Wright,Steve,Wright,Birmingham,AL,USA,,,,2003,2008,1942,7,17,,,
Steve Wright,Steve,Wright,St. Louis,MO,USA,,,,2003,2008,1959,4,8,,,
Sylvester Wright,Sylvester,Wright,Detroit,MI,USA,,,,2003,2008,1971,12,30,,,
Ted Wright,Ted,Wright,Savoy,TX,USA,,,,2003,2008,1913,11,15,d,,
Terry Wright,Terry,Wright,Phoenix,AZ,USA,,,,2003,2008,1964,7,17,,,
Tim Wright,Tim,Wright,,,,,,,2003,2008,1990,4,7,,,
Toby Wright,Toby,Wright,Phoenix,AZ,USA,,,,2003,2008,1970,11,19,,,
Wallace Wright,Wallace,Wright,Fayetteville,NC,USA,,,,2003,2008,1984,2,1,,,
Willie Wright,Willie,Wright,Riverton,WY,USA,,,,2003,2008,1968,3,9,,,
Tim Wrightman,Tim,Wrightman,Los Angeles,CA,USA,,,,2003,2008,1960,3,27,,,
Claude Wroten,Claude,Wroten,Bastrop,LA,USA,,,,2006,2007,1983,9,16,,,
Mansfield Wrotto,Mansfield,Wrotto,,,,,,,2006,2007,1984,10,12,,,
Danny Wuerffel,Danny,Wuerffel,Fort Walton Beach,FL,USA,,,,1997,2002,1974,5,27,,,
Al Wukits,Al,Wukits,Millvale,PA,USA,Pittsburgh,PA,,1943,1946,1917,12,16,1978,10,15
Jim Wulff,Jim,Wulff,Chicago,IL,USA,Williamsburg,MI,,1960,1961,1936,3,22,2000,2,19
Harry Wunsch,Harry,Wunsch,Chicago,IL,USA,,,,1934,1934,1910,11,20,1954,4,
Jerry Wunsch,Jerry,Wunsch,Eau Claire,WI,USA,,,,1934,1934,1974,1,21,,,
Fred Wyant,Fred,Wyant,Weston,WV,USA,,,,1956,1956,1934,4,26,,,
Alvin Wyatt,Alvin,Wyatt,Jacksonville,FL,USA,,,,1956,1956,1947,12,13,,,
Antwuan Wyatt,Antwuan,Wyatt,Daytona Beach,FL,USA,,,,1956,1956,1975,7,18,,,
Doug Wyatt,Doug,Wyatt,Tyler,TX,USA,,,,1956,1956,1946,10,18,,,
Kervin Wyatt,Kervin,Wyatt,Washington,DC,USA,,,,1956,1956,1957,10,17,,,
Kevin Wyatt,Kevin,Wyatt,Norfolk,VA,USA,,,,1956,1956,1964,3,14,,,
Willie Wyatt,Willie,Wyatt,Birmingham,AL,USA,,,,1956,1956,1967,9,27,,,
James Wyche,James,Wyche,Roosevelt,NY,USA,,,,2009,2009,1982,4,19,,,
Sam Wyche,Sam,Wyche,Atlanta,GA,USA,,,,2009,2009,1945,1,5,,,
Frank Wycheck,Frank,Wycheck,Philadelphia,PA,USA,,,,2009,2009,1971,10,14,,,
Craig Wycinski,Craig,Wycinski,Detroit,MI,USA,,,,2009,2009,1948,1,4,,,
Doug Wycoff,Doug,Wycoff,St. Louis,MO,USA,Atlanta,GA,,2009,2009,1903,9,16,1981,10,27
Frank Wydo,Frank,Wydo,Footedale,PA,USA,Uniontown,PA,,1947,1957,1924,6,15,1979,2,17
John Wyhonic,John,Wyhonic,Tiltonville,OH,USA,Arcadia,FL,,1946,1949,1919,12,23,1989,7,19
Lee Wykoff,Lee,Wykoff,Marietta,KS,USA,Kansas City,KS,,1923,1923,1898,3,10,1974,4,30
Pudge Wyland,Pudge,Wyland,Minden,IA,USA,Moline,IL,,1920,1920,1891,6,5,1974,12,8
Devon Wylie,Devon,Wylie,,,,,,,1920,1920,1988,9,2,,,
Arnie Wyman,Arnie,Wyman,Minneapolis,MN,USA,Hennepin County,MN,,1920,1920,1895,8,20,1961,3,4
David Wyman,David,Wyman,San Diego,CA,USA,,,,1920,1920,1964,3,31,,,
Devin Wyman,Devin,Wyman,East Palo Alto,CA,USA,,,,1920,1920,1973,8,29,,,
Ellis Wyms,Ellis,Wyms,Indianola,MS,USA,,,,1920,1920,1979,4,12,,,
DeShawn Wynn,DeShawn,Wynn,Cincinnati,OH,USA,,,,2007,2010,1983,10,9,,,
Desmond Wynn,Desmond,Wynn,,,,,,,2007,2010,1988,8,31,,,
Dexter Wynn,Dexter,Wynn,Sumter,SC,USA,,,,2007,2010,1981,2,25,,,
Jarius Wynn,Jarius,Wynn,Augusta,GA,USA,,,,2007,2010,1986,8,29,,,
Milton Wynn,Milton,Wynn,Mission Hills,CA,USA,,,,2007,2010,1978,9,21,,,
Renaldo Wynn,Renaldo,Wynn,Chicago,IL,USA,,,,2007,2010,1974,9,3,,,
Spergon Wynn,Spergon,Wynn,Houston,TX,USA,,,,2007,2010,1978,8,10,,,
Will Wynn,Will,Wynn,Apex,NC,USA,,,,2007,2010,1949,1,15,2013,6,4
Chet Wynne,Chet,Wynne,,,,Chicago,IL,,2007,2010,1898,11,23,1967,7,17
Elmer Wynne,Elmer,Wynne,Long Island,KS,USA,Brush,CO,,2007,2010,1901,1,20,1989,11,8
Harry Wynne,Harry,Wynne,Senatobia,MS,USA,,,,2007,2010,1920,7,10,1989,11,28
Jimmy Wyrick,Jimmy,Wyrick,DeSoto,TX,USA,,,,2000,2004,1976,12,31,,,
Pete Wysocki,Pete,Wysocki,Detroit,MI,USA,Vienna,CA,,1975,1980,1948,10,3,2003,6,14
Izzy Yablock,Izzy,Yablock,Brooklyn,NY,USA,Encino,CA,,1930,1931,1907,7,28,1983,8,15
Vinnie Yablonski,Vinnie,Yablonski,Worcester,MA,USA,Naperville,IL,,1930,1931,1923,3,4,2008,3,1
John Yaccino,John,Yaccino,Hazleton,PA,USA,,,,1962,1962,1940,6,27,,,
Joe Yackanich,Joe,Yackanich,,,,,,,1962,1962,1922,3,31,1969,8,
Ray Yagiello,Ray,Yagiello,Orange,NJ,USA,,,,1948,1949,1923,9,23,1999,6,9
Ray Yakavonis,Ray,Yakavonis,Wilkes-Barre,PA,USA,,,,1981,1983,1957,1,20,,,
Bashir Yamini,Bashir,Yamini,Dolton,IL,USA,,,,2000,2000,1977,9,10,,,
William Yanchar,William,Yanchar,Euclid,OH,USA,,,,1970,1970,1948,3,25,,,
Carlos Yancy,Carlos,Yancy,Sarasota,FL,USA,,,,1970,1970,1970,6,24,,,
Marshall Yanda,Marshall,Yanda,Cedar Rapids,IA,USA,,,,1970,1970,1984,9,15,,,
Ron Yankowski,Ron,Yankowski,Arlington,MA,USA,,,,1970,1970,1946,10,23,,,
Eric Yarber,Eric,Yarber,Chicago,IL,USA,,,,1986,1987,1963,9,22,,,
Ryan Yarborough,Ryan,Yarborough,Baltimore,MD,USA,,,,1986,1987,1971,4,26,,,
Jim Yarbrough,Jim,Yarbrough,Charlotte,NC,USA,,,,1986,1987,1946,10,28,,,
Jim Yarbrough,Jim,Yarbrough,,,,,,,1986,1987,1963,11,20,,,
George Yarno,George,Yarno,Spokane,WA,USA,,,,1986,1987,1957,8,12,,,
John Yarno,John,Yarno,Spokane,WA,USA,,,,1986,1987,1954,12,17,,,
Tommy Yarr,Tommy,Yarr,Dabob,WA,USA,Chicago,IL,,1986,1987,1908,12,4,1941,12,24
Ron Yary,Ron,Yary,Chicago,IL,USA,,,,1986,1987,1946,8,16,,,
Billy Yates,Billy,Yates,Fort Worth,TX,USA,,,,2003,2010,1980,4,15,,,
Bob Yates,Bob,Yates,,,,,,,2003,2010,1938,11,20,2013,4,16
Max Yates,Max,Yates,Newport News,VA,USA,,,,2003,2010,1979,10,30,,,
T.J. Yates,T.J.,Yates,,,,,,,2003,2010,1987,5,28,,,
Howie Yeager,Howie,Yeager,Orosi,CA,USA,Purcellville,VA,,1941,1941,1915,2,19,2000,7,22
Jim Yeager,Jim,Yeager,Reading,PA,USA,Reading,PA,,1941,1941,1903,9,21,1972,1,13
William Yearby,William,Yearby,Birmingham,AL,USA,,,,1941,1941,1944,7,24,2010,12,20
Craig Yeast,Craig,Yeast,Danville,KY,USA,,,,1941,1941,1976,11,20,,,
Jeff Yeates,Jeff,Yeates,Buffalo,NY,USA,,,,1941,1941,1951,8,3,,,
Will Yeatman,Will,Yeatman,,,,,,,1941,1941,1988,4,10,,,
James Yeats,James,Yeats,,,,,,,1941,1941,,,,,,
Phil Yeboah-Kodie,Phil,Yeboah-Kodie,,,,,,,1996,1996,1971,1,22,,,
Don Yeisley,Don,Yeisley,Chelsea,IA,USA,,,,1928,1928,1904,1,21,1971,10,
Bill Yelverton,Bill,Yelverton,Taylorsville,MS,USA,,,,1960,1960,1933,5,19,2001,12,31
Dick Yelvington,Dick,Yelvington,Titusville,FL,USA,,,,1960,1960,1928,7,27,2013,2,24
Garo Yepremian,Garo,Yepremian,Larnaca,,Cyprus,,,,1966,1981,1944,6,2,2015,5,15
Howard Yerges,Howard,Yerges,Columbus,OH,USA,,,,1920,1920,1896,1,28,1947,6,30
Tom Yewcic,Tom,Yewcic,Conemaugh,PA,USA,,,,1961,1966,1932,5,9,,,
John Yezerski,John,Yezerski,,OR,USA,Boring,OR,,1936,1936,1914,9,22,1979,1,18
Todd Yoder,Todd,Yoder,New Palestine,IN,USA,,,,2000,2009,1978,3,18,,,
Dave Yohn,Dave,Yohn,,,,,,,1962,1963,1937,10,10,2002,12,9
Mack Yoho,Mack,Yoho,Reader,WV,USA,,,,1962,1963,1936,6,14,,,
Frank Yokas,Frank,Yokas,Rock Island,IL,USA,Los Angeles,CA,,1946,1947,1924,2,27,1994,5,12
John Yonakor,John,Yonakor,Boston,MA,USA,Euclid,OH,,1946,1952,1921,8,4,2001,4,18
Wally Yonamine,Wally,Yonamine,Maui,HI,USA,Honolulu,HI,,1946,1952,1925,6,24,2011,2,28
Ashton Youboty,Ashton,Youboty,,,,,,,2006,2011,1984,7,7,,,
Jim Youel,Jim,Youel,Vinton,IA,USA,,,,2006,2011,1922,2,13,,,
Maury Youmans,Maury,Youmans,Eagle Bay,NY,USA,,,,2006,2011,1936,10,18,,,
Len Younce,Len,Younce,Dayton,OR,USA,Portland,OR,,2006,2011,1917,1,8,2000,3,26
Adrian Young,Adrian,Young,Dublin,,Ireland,,,,2006,2011,1946,1,31,,,
Al Young,Al,Young,Norway,SC,USA,,,,2006,2011,1949,8,24,,,
Al Young,Al,Young,,,,Corning,CA,,2006,2011,1902,4,28,1980,3,14
Albert Young,Albert,Young,,,,,,,2006,2011,1985,2,25,,,
Almon Young,Almon,Young,Eustis,FL,USA,,,,2006,2011,1962,7,3,,,
Andre Young,Andre,Young,West Monroe,LA,USA,,,,2006,2011,1960,11,22,,,
Anthony Young,Anthony,Young,Columbia,SC,USA,,,,2006,2011,1963,10,8,,,
Ben Young,Ben,Young,Toledo,OH,USA,,,,2006,2011,1960,1,13,,,
Bill Young,Bill,Young,Argenta,AL,USA,Jacksonville,FL,,2006,2011,1914,5,20,1994,1,21
Billy Young,Billy,Young,,,,Kenton,OH,,2006,2011,1901,12,17,1971,7,29
Bob Young,Bob,Young,Marshall,TX,USA,Missouri City,TX,,2006,2011,1942,9,3,1995,6,17
Brian Young,Brian,Young,Lawton,OK,USA,,,,2006,2011,1977,7,8,,,
Bryant Young,Bryant,Young,Chicago Heights,IL,USA,,,,2006,2011,1972,1,27,,,
Buddy Young,Buddy,Young,Chicago,IL,USA,Terrell,TX,,2006,2011,1926,1,5,1983,9,4
Charle Young,Charle,Young,Fresno,CA,USA,,,,2006,2011,1951,2,5,,,
Charley Young,Charley,Young,Raleigh,NC,USA,,,,2006,2011,1952,10,13,,,
Chris Young,Chris,Young,Senoia,GA,USA,,,,2006,2011,1980,1,23,,,
D.J. Young,D.J.,Young,,,,,,,2006,2011,1988,1,26,,,
Darrel Young,Darrel,Young,Amityville,NY,USA,,,,2006,2011,1987,4,8,,,
Dave Young,Dave,Young,Akron,OH,USA,,,,2006,2011,1959,2,9,,,
David Young,David,Young,Columbia,SC,USA,,,,2006,2011,1979,5,17,,,
Dick Young,Dick,Young,Trumbull,CT,USA,Milford,CT,,2006,2011,1930,8,25,2012,3,31
Duane Young,Duane,Young,Kalamazoo,MI,USA,,,,2006,2011,1968,5,29,,,
Eric Young,Eric,Young,,,,,,,2006,2011,1983,11,22,,,
Floyd Young,Floyd,Young,New Orleans,LA,USA,,,,2006,2011,1975,11,23,,,
Fredd Young,Fredd,Young,Dallas,TX,USA,,,,2006,2011,1961,11,14,,,
George Young,George,Young,Wilkes-Barre,PA,USA,Chicago,IL,,2006,2011,1924,5,10,1969,9,21
Glen Young,Glen,Young,Greenwood,MS,USA,,,,2006,2011,1960,10,11,,,
Glen Young,Glen,Young,Scarborough,,Canada,,,,2006,2011,1969,5,2,,,
Glenn Young,Glenn,Young,Woodstock,IL,USA,,,,2006,2011,1929,12,22,2008,4,13
Herm Young,Herm,Young,Flint,MI,USA,Bradenton,FL,,2006,2011,1906,3,21,1985,6,16
Jim Young,Jim,Young,Hamilton,,Canada,,,,2006,2011,1943,6,6,,,
Jim Young,Jim,Young,Houston,TX,USA,,,,2006,2011,1950,7,8,,,
Joe Young,Joe,Young,Chicago,IL,USA,,,,2006,2011,1933,8,3,,,
Kevin Young,Kevin,Young,New Orleans,LA,USA,,,,2006,2011,1964,11,8,,,
Lloyd Young,Lloyd,Young,Austin,MN,USA,Austin,MN,,2006,2011,1903,5,27,1978,7,10
Lonnie Young,Lonnie,Young,Flint,MI,USA,,,,2006,2011,1963,7,18,,,
Michael Young,Michael,Young,St. Louis,MO,USA,,,,2006,2011,1978,6,1,,,
Mike Young,Mike,Young,Hanford,CA,USA,,,,2006,2011,1962,2,21,,,
Mitchell Young,Mitchell,Young,Coldwater,MS,USA,,,,2006,2011,1961,7,18,,,
Paul Young,Paul,Young,Melrose,NM,USA,Cambridge,NE,,2006,2011,1908,12,7,1978,10,19
Randy Young,Randy,Young,Montgomery,AL,USA,,,,2006,2011,1954,7,4,,,
Randy Young,Randy,Young,,,,,,,2006,2011,,,,1975,11,1
Renard Young,Renard,Young,Los Angeles,CA,USA,,,,2006,2011,1961,7,31,,,
Rickey Young,Rickey,Young,Mobile,AL,USA,,,,2006,2011,1953,12,7,,,
Robert Young,Robert,Young,Jackson,MS,USA,,,,2006,2011,1969,1,29,,,
Rodney Young,Rodney,Young,Grambling,LA,USA,,,,2006,2011,1973,1,25,,,
Roy Young,Roy,Young,Abbeville,LA,USA,Scottsdale,AZ,,2006,2011,1917,9,1,1987,5,5
Roynell Young,Roynell,Young,New Orleans,LA,USA,,,,2006,2011,1957,12,1,,,
Russ Young,Russ,Young,Bryan,OH,USA,Roseville,CA,,2006,2011,1899,9,15,1984,5,13
Ryan Young,Ryan,Young,St. Louis,MO,USA,,,,2006,2011,1976,6,28,,,
Sam Young,Sam,Young,Austin,MN,USA,Glendale,AZ,,2006,2011,1905,2,11,1991,12,1
Sam Young,Sam,Young,Coral Springs,FL,USA,,,,2006,2011,1987,6,24,,,
Scott Young,Scott,Young,Salt Lake City,UT,USA,,,,2006,2011,1981,7,15,,,
Selvin Young,Selvin,Young,Houston,TX,USA,,,,2006,2011,1983,10,1,,,
Steve Young,Steve,Young,Salt Lake City,UT,USA,,,,2006,2011,1961,10,11,,,
Steve Young,Steve,Young,Spokane,WA,USA,,,,2006,2011,1953,7,18,,,
Theo Young,Theo,Young,Newport,AR,USA,,,,2006,2011,1965,4,25,,,
Titus Young,Titus,Young,,,,,,,2006,2011,1989,8,21,,,
Tyrone Young,Tyrone,Young,Ocala,FL,USA,,,,2006,2011,1960,4,29,2015,10,15
Usama Young,Usama,Young,Washington,DC,USA,,,,2006,2011,1985,5,8,,,
Vince Young,Vince,Young,Houston,TX,USA,,,,2006,2011,1983,5,18,,,
Waddy Young,Waddy,Young,Ponca City,OK,USA,Tokyo,Japan,,2006,2011,1916,9,4,1945,1,9
Walter Young,Walter,Young,Chicago Heights,IL,USA,,,,2006,2011,1979,12,7,,,
Wilbur Young,Wilbur,Young,New York City,NY,USA,,,,2006,2011,1949,4,20,2014,7,5
Willie Young,Willie,Young,Jefferson,MS,USA,Jackson,MS,,2006,2011,1947,11,12,2008,9,3
Willie Young,Willie,Young,Riviera Beach,FL,USA,,,,2006,2011,1985,9,19,,,
Willie Young,Willie,Young,Ruston,LA,USA,,,,2006,2011,1943,6,27,,,
George Youngblood,George,Youngblood,Los Angeles,CA,USA,,,,2006,2011,1945,1,4,,,
Jack Youngblood,Jack,Youngblood,Jacksonville,FL,USA,,,,2006,2011,1950,1,26,,,
Jim Youngblood,Jim,Youngblood,Union,SC,USA,,,,2006,2011,1950,2,23,,,
Kevin Youngblood,Kevin,Youngblood,Jacksonville,FL,USA,,,,2006,2011,1980,11,22,,,
Sid Youngelman,Sid,Youngelman,Newark,NJ,USA,Lake Hiawatha,NJ,,2006,2011,1931,12,1,1991,12,15
Tank Younger,Tank,Younger,Grambling,LA,USA,Inglewood,CA,,2006,2011,1928,6,25,2001,9,15
Frank Youngfleish,Frank,Youngfleish,Pottsville,PA,USA,Pottsville,PA,,2006,2011,1896,5,7,1953,1,21
Swede Youngstrom,Swede,Youngstrom,Waltham,MA,USA,Lexington,MA,,2006,2011,1897,5,24,1968,8,5
Christian Yount,Christian,Yount,,,,,,,2006,2011,1988,7,8,,,
Mike Yount,Mike,Yount,Pleasant Township,IN,USA,Indianapolis,IN,,2006,2011,1894,4,18,1964,1,25
Frank Youso,Frank,Youso,International Falls,MN,USA,,,,2006,2011,1936,7,5,,,
Dave Yovanovits,Dave,Yovanovits,Stanhope,NJ,USA,,,,2004,2005,1981,3,6,,,
John Yovicsin,John,Yovicsin,Steelton,PA,USA,Hyannis,MA,,2004,2005,1918,10,17,1989,9,13
Walt Yowarsky,Walt,Yowarsky,Cleveland,OH,USA,,,,1951,1958,1928,5,10,2014,11,30
John Yurchey,John,Yurchey,Bridgeville,PA,USA,Bridgeville,PA,,1940,1940,1917,11,12,1944,6,1
Steve Zabel,Steve,Zabel,Minneapolis,MN,USA,,,,1970,1979,1948,3,20,,,
Ken Zachary,Ken,Zachary,Sapulpa,OK,USA,,,,1987,1987,1963,11,19,,,
Tony Zackery,Tony,Zackery,Seattle,WA,USA,,,,1987,1987,1966,11,20,,,
Frank Zadworney,Frank,Zadworney,,PA,USA,Westerville,OH,,1940,1940,1916,11,2,1979,3,24
Paul Zaeske,Paul,Zaeske,Sioux City,IA,USA,,,,1969,1970,1945,12,4,1992,4,18
Bert Zagers,Bert,Zagers,Fremont,MI,USA,Traverse City,MI,,1955,1958,1933,1,30,1992,9,2
Steve Zahursky,Steve,Zahursky,Euclid,OH,USA,,,,1999,2001,1976,9,2,,,
Ernie Zalejski,Ernie,Zalejski,South Bend,IN,USA,South Bend,IN,,1950,1950,1925,11,23,2012,8,5
John Zamberlin,John,Zamberlin,Tacoma,WA,USA,,,,1979,1984,1956,2,13,,,
Carl Zander,Carl,Zander,Mendham,NJ,USA,,,,1985,1991,1963,4,12,,,
Emanuel Zanders,Emanuel,Zanders,Demopolis,AL,USA,,,,1985,1991,1951,7,31,,,
Mike Zandofsky,Mike,Zandofsky,Corvallis,OR,USA,,,,1985,1991,1965,11,30,,,
Silvio Zaninelli,Silvio,Zaninelli,Reading,PA,USA,Weirton,WV,,1985,1991,1913,12,9,1979,1,29
Willie Zapalac,Willie,Zapalac,Bellville,TX,USA,,,,1971,1973,1948,9,1,,,
