name,birth_city,birth_state,birth_country,death_city,death_state,death_country,promos,birth_year,birth_month,birth_day,death_year,death_month,death_day,sex
Tom Prichard,Pasadena,Texas,US,,,US,"[wwe, ecw]",1959,8,18,,,,m
Tom Zenk,Robbinsdale,Minnesota,US,,,,"[wwe, awa, wcw]",1958,11,30,,,,m
Tommaso Ciampa,Boston,Massachusetts,US,,,,[wwe],1985,5,8,,,,m
Tommy Cairo,Philadelphia,Pennsylvania,US,,,,[ecw],1958,2,19,,,,m
Tommy Diablo,Carolina,,PR,,,,[tna],,,,,,,m
Tommy Dreamer,Yonkers,New York,US,,,,"[wwe, ecw]",1971,2,13,,,,m
Tommy End,Amsterdam,,NL,,,US,[wwe],1985,5,19,,,,m
Tommy Gilbert,Lexington,Tennessee,US,Lexington,Tennessee,US,[nwa],1940,1,15,2015,11,26,m
Tommy Lane,,Tennessee,US,,,,"[sta, nwa]",,,,,,,m
Tommy Rich,Hendersonville,Tennessee,US,,,,"[ecw, nwa, wcw]",1956,7,26,,,,m
Tommy Rogers,St. Petersburg,Florida,US,Honolulu,Hawaii,US,"[ecw, wcw]",1961,5,14,2015,6,1,m
Tonga Fifita,Nukuʻalofa,,TO,,,,"[wwe, nwa, wcw]",1959,2,3,,,,m
Tony Anthony,Knoxville,Tennessee,US,,,,"[wwe, nwa]",1960,4,12,,,,m
Tony Atlas,Roanoke,Virginia,US,,,,"[wwe, nwa]",1944,4,23,,,,m
Tony DeVito,,Connecticut,US,,,,[ecw],1972,1,20,,,,m
Tony Galento,Orange,New Jersey,US,Orange,New Jersey,US,[nwa],1910,3,12,1979,7,22,m
Tony Halme,Helsinki,Uusimaa,FI,Helsinki,Uusimaa,FI,[wwe],1963,1,6,2010,1,8,m
Tony Mamaluke,Brooklyn,New York,US,,,,"[wwe, ecw, tna, wcw]",1977,7,19,,,,m
Tony Marino,Rochester,New York,US,,,,[sta],1931,4,20,,,,m
Tony Parisi,Cosenza,Calabria,IT,Niagara Falls,Ontario,CA,"[wwe, sta]",1941,1,22,2000,8,19,m
Tony Rumble,Boston,Massachusetts,US,,,US,[ecw],1956,11,6,1999,11,13,m
Tony Salantri,Los Angeles,California,US,,,US,[tna],1980,10,4,,,,m
Tony Stetson,Philadelphia,Pennsylvania,US,,,,[ecw],1960,,,,,,m
Toots Mondt,Garden Grove,Iowa,US,St.Louis,Missouri,US,[wwe],1894,1,18,1976,6,11,m
Tor Johnson,Kalmar County,,SE,San Fernando,California,US,[nwa],1903,10,19,1971,5,12,m
Tor Kamata,,Hawaii,US,Saskatoon,Saskatchewan,CA,"[wwe, sta, nwa]",1937,3,9,2007,7,23,m
Tori,Portland,Oregon,US,,,,[wwe],1964,8,20,,,,f
Torrie Wilson,Boise,Idaho,US,,,US,"[wwe, wcw]",1975,7,24,,,,f
Toshiaki Kawada,Shimotsuga District,Tochigi,JP,,,US,[sta],1963,12,8,,,,m
Toshie Uematsu,,,JP,,,,[wcw],1974,4,14,,,,f
Towel Boy,,,US,,,,[ecw],1982,6,15,,,,m
Tracy Smothers,Springfield,Tennessee,US,,,,"[wwe, ecw, wcw]",1962,9,2,,,,m
Trenesha Biggers,Champaign,Illinois,US,,,,[tna],1981,12,25,,,,f
Trent Barreta,Mount Sinai,New York,US,,,,[wwe],1987,3,30,,,,m
Trevor Lee,Cameron,North Carolina,US,,,,[tna],1993,9,30,,,,m
Trevor Murdoch,Fredericktown,Missouri,US,,,,[wwe],1980,9,10,,,,m
Trinity,Long Island,New York,US,,,,"[wwe, tna]",1971,12,1,,,,f
Triple H,Nashua,New Hampshire,US,,,,"[wwe, wcw]",1969,7,27,,,,m
Trish Stratus,Richmond Hill,Ontario,CA,,,,[wwe],1975,12,18,,,,f
Truth Martini,Hamtramck,Michigan,US,,,,[tna],1975,5,8,,,,m
Tucker Knight,Hubbard,Oregon,US,,,US,[wwe],,,,,,,m
Tully Blanchard,Alberta,,CA,,,,"[wwe, nwa]",1954,1,22,,,,m
Tye Dillinger,St. Catharines,Ontario,CA,,,,[wwe],1981,2,19,,,,m
Tyler Breeze,Penticton,British Columbia,CA,,,,[wwe],1988,1,19,,,,m
Tyler Reks,San Francisco,California,US,,,US,[wwe],1978,11,1,,,,m
Tyrus,Peabody,Massachusetts,US,,,US,"[wwe, tna]",1973,2,21,,,,m
Tyson Kidd,Calgary,Alberta,CA,,,,[wwe],1980,7,11,,,,m
Ulf Herman,Hildesheim,,DE,,,US,[ecw],1966,4,4,,,,m
Último Dragón,Nagoya,Aichi Prefecture,JP,,,US,"[wcw, wwe]",1966,12,12,,,,m
Último Guerrero,Gómez Palacio,Durango,MX,,,,[ta],1972,3,1,,,,m
Umaga,American Samoa,,US,Houston,Texas,US,[wwe],1973,3,28,2009,12,4,m
Uncle Elmer,Philadelphia,Mississippi,US,,,,[wwe],1937,8,16,1992,7,1,m
Vader,Lynwood,California,US,,,,"[wwe, awa, wcw]",1955,5,14,,,,m
Val Puccio,Bronx,New York,US,Bronx,New York,US,[ecw],1965,6,9,2011,1,7,m
Val Venis,Oakville,Ontario,CA,,,US,[wwe],1971,3,6,,,,m
Vampiro,Thunder Bay,Ontario,CA,,,,[wcw],1967,5,31,,,,m
Van Hammer,Hebron,Maryland,US,,,US,[wcw],1967,11,11,,,,m
Velvet McIntyre,,,IE,,,,"[wwe, sta, nwa]",1962,11,24,,,,f
Verne Gagne,Corcoran,Minnesota,US,Bloomington,Minnesota,US,"[nwa, awa]",1926,2,26,2015,4,27,m
Vic Grimes,Bronx,New York,US,,,,"[wwe, ecw]",1963,1,3,,,,m
Vickie Guerrero,El Paso,Texas,US,,,,[wwe],1968,4,16,,,,f
Vickie Otis,,Oregon,US,,,,[wwe],1962,5,5,,,,f
Victor Jovica,Metković,,HR,,,US,[sta],,,,,,,m
Víctor Rivera,,,PR,,,US,[wwe],1944,5,25,,,,m
Victor Santiago,New York City,New York,US,,,,[ecw],1968,8,11,,,,m
Viktor,Grande Prairie,Alberta,CA,,,US,[wwe],1980,12,4,,,,m
Villano IV,Tijuana,,MX,,,,[wcw],1965,4,9,,,,m
Villano V,Mexico City,,MX,,,,[wcw],1962,3,22,,,,m
Vince McMahon,Pinehurst,North Carolina,US,,,,[wwe],1945,8,24,,,,m
Violent J,,,US,,,US,"[wwe, wcw]",1972,4,28,,,,m
Virgil,Nashville,Tennessee,US,,,,[wwe],1962,6,13,,,,m
Viscera,Goldsboro,North Carolina,US,Memphis,Tennessee,US,"[wwe, ecw, tna]",1971,2,14,2014,2,18,m
Vito LoGrasso,Brooklyn,New York,US,,,US,"[wwe, ecw, tna, wcw]",1964,6,18,,,,m
Vivian Vachon,Newport,Vermont,US,St. Jean,Quebec,CA,[awa],1944,1,23,1991,8,24,f
Vladimir Kozlov,Kiev,,UA,,,,"[wwe, tna]",1979,4,27,,,,m
Vladimir Petrov,Minneapolis,Minnesota,US,,,,[nwa],1961,,,,,,m
Volador Jr.,Monclova,Coahuila,MX,,,US,[tna],1981,1,26,,,,m
Wade Barrett,Penwortham,England,GB,,,,[wwe],1980,8,10,,,,m
Wahoo McDaniel,Bernice,Louisiana,US,,,,"[wwe, nwa, awa]",1938,6,19,2002,4,18,m
Waldo Von Erich,Toronto,Ontario,CA,Kitchener,Ontario,CA,"[wwe, sta]",1933,10,2,2009,7,5,m
Warren Bockwinkel,,,US,St. Louis,Missouri,US,"[sta, nwa]",1911,5,21,1986,3,25,m
Wayne Bloom,Minneapolis,Minnesota,US,,,,[wwe],1958,3,22,,,,m
Wendi Richter,,,US,,,,"[wwe, sta, nwa, awa]",1961,9,6,,,,f
Wesley Blake,San Marcos,Texas,US,,,,[wwe],1987,9,4,,,,m
Whipper Billy Watson,East York,Ontario,CA,Orlando,Florida,US,"[sta, nwa]",1915,7,25,1990,2,4,m
Wilbur Snyder,Santa Monica,California,US,Pompano Beach,Florida,US,"[sta, nwa, awa]",1929,9,15,1991,12,25,m
Wild Bill Longson,Salt Lake City,Utah,US,St. Louis,Missouri,US,[nwa],1906,6,8,1982,12,12,m
William Regal,Codsall,England,GB,,,,"[wwe, wcw]",1968,5,10,,,,m
Wolfie D,Nashville,Tennessee,US,,,,"[wwe, ecw, tna, wcw]",1973,12,7,,,,m
Woody Strode,Los Angeles,California,US,Glendora,California,US,"[sta, nwa]",1914,7,25,1994,12,31,m
X-Fly,Guadalajara,Jalisco,MX,,,US,[ecw],1977,9,8,,,,m
Xavier,Queens,New York,US,,,,[tna],1977,,,,,,m
Xavier Woods,Columbus,Georgia,US,,,,"[wwe, tna]",1986,9,4,,,,m
Yokozuna,San Francisco,California,US,Liverpool,England,GB,"[wwe, awa]",1966,10,2,2000,10,23,m
Yoshi Tatsu,Gifu,Gifu,JP,,,,[wwe],1977,8,1,,,,m
Yoshihiro Momota,Kyoto,,JP,,,,[nwa],1946,3,15,2000,11,22,m
Yoshihiro Tajiri,Tamana,Kumamoto,JP,,,,"[wwe, ecw]",1970,9,29,,,,m
Yuji Nagata,Togane,Chiba,JP,,,US,[wcw],1968,4,24,,,,m
Yujiro Takahashi,Niigata,Niigata,JP,,,US,[tna],1981,1,13,,,,m
Yukon Eric,Monroe,Washington,US,Cartersville,Georgia,US,"[sta, nwa]",1924,4,16,1965,1,16,m
Yvon Cormier,Dorchester,New Brunswick,CA,Moncton,New Brunswick,CA,"[sta, nwa]",1938,11,3,2009,3,4,m
Yvon Durelle,Baie-Sainte-Anne,New Brunswick,CA,Moncton,New Brunswick,CA,[sta],1929,10,14,2007,1,6,m
Zach Gowen,Ypsilanti,Michigan,US,,,US,"[wwe, tna]",1983,3,30,,,,m
Zack Ryder,Merrick,New York,US,,,,[wwe],1985,5,14,,,,m
Zema Ion,Manila,Metro Manila,PH,,,,[tna],1986,10,5,,,,m
